FORM ID,DATE START,DATE END,LOCATION ID,LOCATION NAME,COUNTRY NAME,EMERGENCY / POST-EMERGENCY,NUMBER OF PERSONS PER USABLE HANDPUMP / WELL / SPRING,NUMBER OF PERSONS PER USABLE WATER TAP,AVERAGE # LITERS OF POTABLE WATER AVAILABLE PER PERSON PER DAY,% WATER QUALITY TESTS AT NON CHLORINATED WATER COLLECTION LOCATIONS WITH 0 CFU/100ML,% OF WATER QUALITY TESTS AT CHLORINATED COLLECTION LOCATIONS WITH FRC IN THE RANGE 0.2-2MG/L AND TURBIDITY <5NTU5,NUMBER OF PERSONS PER TOILET/LATRINE,NUMBER OF PERSONS PER BATH SHELTER/SHOWER,NUMBER OF PERSONS PER HYGIENE PROMOTER,REFUGEE POPULATION,REPORTING PERIOD - MONTHLY INDICATOR,AVERAGE # L/P/D OF POTABLE WATER COLLECTED AT HOUSEHOLD LEVEL,% HOUSEHOLDS WITH AT LEAST 10 LITERS/PERSON POTABLE WATER STORAGE CAPACITY,% HOUSEHOLDS COLLECTING DRINKING WATER FROM PROTECTED/TREATED SOURCES,% HOUSEHOLDS WITH HOUSEHOLD TOILET/LATRINE,% HOUSEHOLDS REPORTING DEFECATING IN A TOILET,% HOUSEHOLDS WITH ACCESS TO SOAP,% HOUSEHOLDS WITH ACCESS TO SOLID WASTE DISPOSAL FACILITY,REPORTING PERIOD - ANNUAL INDICATOR
2541806,4/1/2019,4/28/2019,3973,Gure-Shembola,Ethiopia,Post-emergency,,108,18,100,100,32,18,803,7229,4/1/2019,,,,,,,,
2558690,4/1/2019,4/28/2019,537,Hilaweyn,Ethiopia,Post-emergency,,148,15,,100,50,24,1671,51807,4/1/2019,,,,,,,,
2524301,4/1/2019,4/28/2019,435,Hitsats,Ethiopia,Post-emergency,,98,9,100,100,12,11,681,13637,4/1/2019,,,,,,,,
2295188,4/1/2019,4/28/2019,494,Jewi,Ethiopia,Post-emergency,,,15,,100,11,31,1075,64526,4/1/2019,,,,,,,,
2558355,4/1/2019,4/28/2019,536,Kobe,Ethiopia,Post-emergency,,157,18,,100,21,28,804,48275,4/1/2019,,,,,,,,
2295180,4/1/2019,4/28/2019,450,Kule,Ethiopia,Post-emergency,,138,15,,100,12,26,534,42247,4/1/2019,,,,,,,,
2542515,4/1/2019,4/28/2019,534,Mai Aini,Ethiopia,Post-emergency,,94,14,100,100,9,36,802,15247,4/1/2019,,,,,,,,
2557499,4/1/2019,4/28/2019,535,Melkadida,Ethiopia,Post-emergency,,141,21,,100,17,28,579,34784,4/1/2019,,,,,,,,
2295190,4/1/2019,4/28/2019,4015,Ngueyyiel,Ethiopia,Post-emergency,,134,9,,100,13,16,477,80710,4/1/2019,,,,,,,,
2295192,4/1/2019,4/28/2019,544,Okugo,Ethiopia,Post-emergency,,73,20,,100,27,,442,9735,4/1/2019,,,,,,,,
2536364,4/1/2019,4/28/2019,532,Sheder,Ethiopia,Post-emergency,,90,21,,17,14,,2178,10893,4/1/2019,,,,,,,,
2541800,4/1/2019,4/28/2019,525,Sherkole,Ethiopia,Post-emergency,,93,19,,100,7,5,612,11017,4/1/2019,,,,,,,,
2542503,4/1/2019,4/28/2019,529,Shimelba,Ethiopia,Post-emergency,,91,20,100,100,7,34,447,7157,4/1/2019,,,,,,,,
2295194,4/1/2019,4/28/2019,546,Tierkidi,Ethiopia,Post-emergency,,212,11,,100,19,310,1343,73885,4/1/2019,,,,,,,,
2541802,4/1/2019,4/28/2019,540,Tongo,Ethiopia,Post-emergency,,176,15,100,100,9,5,939,12219,4/1/2019,,,,,,,,
2541805,4/1/2019,4/28/2019,496,Tsore Camp (Assosa),Ethiopia,Post-emergency,,96,20,100,100,7,7,653,13076,4/1/2019,,,,,,,,
1402106,4/1/2019,4/28/2019,445,Arbat,Iraq,Post-emergency,,4,97,100,100,4,4,,8935,4/1/2019,,,,,,,,
2825584,4/1/2019,4/28/2019,446,Basirma,Iraq,Post-emergency,,5,82,100,100,5,4,952,2857,4/1/2019,,,,,,,,
2601898,4/1/2019,4/28/2019,442,Kawergosk,Iraq,Post-emergency,,4,112,100,100,4,4,979,7839,4/1/2019,,,,,,,,
2821209,4/1/2019,4/28/2019,444,Qushtapa,Iraq,Post-emergency,,4,86,100,100,4,4,909,8186,4/1/2019,,,,,,,,
3115670,4/1/2019,4/28/2019,518,Dagahaley,Kenya,Post-emergency,,89,28,67,100,7,,1868,74749,4/1/2019,,,,,,,,
3115671,4/1/2019,4/28/2019,519,Hagadera,Kenya,Post-emergency,,95,30,63,98,5,,1979,79172,4/1/2019,,,,,,,,
3115673,4/1/2019,4/28/2019,520,Ifo,Kenya,Post-emergency,,61,34,63,100,7,,1764,70569,4/1/2019,,,,,,,,
4387616,4/1/2019,4/28/2019,517,Kakuma,Kenya,Post-emergency,,105,19,,100,17,,4634,185399,4/1/2019,,,,,,,,
1679274,4/1/2019,4/28/2019,313,Dzaleka,Malawi,Post-emergency,1,10,7,0,,7,12,127,38808,4/1/2019,,,,,,,,
1674403,4/1/2019,4/28/2019,687,M'berra,Mauritania,Post-emergency,,116,24,,7,27,26,1324,58264,4/1/2019,,,,,,,,
3095054,4/1/2019,4/28/2019,626,Gihembe,Rwanda,Post-emergency,,58,20,,100,19,111,99,12946,4/1/2019,,,,,,,,
1624672,4/1/2019,4/28/2019,629,Kigeme,Rwanda,Post-emergency,,177,13,,92,37,110,,19845,4/1/2019,,,,,,,,
3094983,4/1/2019,4/28/2019,631,Mahama,Rwanda,Post-emergency,,75,19,100,100,17,16,498,59843,4/1/2019,,,,,,,,
1624673,4/1/2019,4/28/2019,630,Mugombwa,Rwanda,Post-emergency,,75,22,,100,26,72,,10420,4/1/2019,,,,,,,,
3100217,4/1/2019,4/28/2019,630,Mugombwa,Rwanda,Post-emergency,,76,20,,100,26,47,868,10420,4/1/2019,,,,,,,,
3094848,4/1/2019,4/28/2019,628,Nyabiheke,Rwanda,Post-emergency,,97,16,,97,22,126,114,14412,4/1/2019,,,,,,,,
2370942,4/1/2019,4/28/2019,686,Ajoung Thok,South Sudan,Post-emergency,10,1,31,,100,7,,312,37854,4/1/2019,,,,,,,,
2559788,4/1/2019,4/28/2019,680,Doro,South Sudan,Post-emergency,14,1,18,,100,16,,502,60340,4/1/2019,,,,,,,,
2559800,4/1/2019,4/28/2019,681,Gendrassa,South Sudan,Post-emergency,4,1,22,,100,8,8,500,17530,4/1/2019,,,,,,,,
2559829,4/1/2019,4/28/2019,682,Kaya,South Sudan,Post-emergency,,66,22,,100,12,,505,23247,4/1/2019,,,,,,,,
2366103,4/1/2019,4/28/2019,3886,Pamir,South Sudan,Post-emergency,12,1,26,,84,11,,467,31774,4/1/2019,,,,,,,,
2557184,4/1/2019,4/28/2019,678,Yusuf Batil,South Sudan,Post-emergency,29,1,18,,100,13,12,508,50886,4/1/2019,,,,,,,,
2541819,4/1/2019,4/28/2019,557,Ikafe,Uganda,Post-emergency,1881,194,16,100,100,8,8,961,223939,4/1/2019,,,,,,,,
1423296,4/1/2019,4/28/2019,554,Kyaka II,Uganda,Emergency,,,9,,,8,13,,91390,4/1/2019,,,,,,,,
1417452,4/1/2019,4/28/2019,558,Nakivale,Uganda,Post-emergency,2973,825,17,96,95,4,19,275,89207,4/1/2019,,,,,,,,
1417414,4/1/2019,4/28/2019,555,Oruchinga,Uganda,Post-emergency,3,1,22,,,6,7,121,7272,4/1/2019,,,,,,,,
1331068,4/1/2019,4/28/2019,4067,Mantapala,Zambia,Post-emergency,0,75,21,,,6,139,219,14241,4/1/2019,,,,,,,,
3523334,3/4/2019,3/31/2019,463,Auserd,Algeria,Post-emergency,,61,13,100,100,5,4,642,18638,3/1/2019,,,,,,,,
3523305,3/4/2019,3/31/2019,464,Boujdour,Algeria,Post-emergency,,,15,100,100,5,4,331,9601,3/1/2019,,,,,,,,
3523463,3/4/2019,3/31/2019,465,Dakhla,Algeria,Post-emergency,,49,47,100,100,5,4,374,10870,3/1/2019,,,,,,,,
3523455,3/4/2019,3/31/2019,466,Layounne,Algeria,Post-emergency,,,10,100,100,5,5,1275,25503,3/1/2019,,,,,,,,
3430906,3/4/2019,3/31/2019,467,Smara,Algeria,Post-emergency,,98,9,100,100,5,5,1493,25389,3/1/2019,,,,,,,,
3842405,3/4/2019,3/31/2019,451,Gado,Cameroon,Post-emergency,0,,8,,97,41,43,476,25277,3/1/2019,,,,,,,,
1423068,3/4/2019,3/31/2019,451,Gado,Cameroon,Post-emergency,780,,0,,69,39,,,25772,3/1/2019,,,,,,,,
3270064,3/4/2019,3/31/2019,625,Minawao,Cameroon,Post-emergency,3,1,10,,50,21,24,701,57497,3/1/2019,,,,,,,,
1257449,3/4/2019,3/31/2019,491,#NAME?,Democratic Republic of the Congo,Post-emergency,,96,21,,80,16,23,1009,29264,3/1/2019,,,,,,,,
4190664,3/4/2019,3/31/2019,486,Bili,Democratic Republic of the Congo,Post-emergency,4707,1177,7,,,9,16,2353,9414,3/1/2019,,,,,,,,
4188905,3/4/2019,3/31/2019,660,Boyabo,Democratic Republic of the Congo,Post-emergency,1207,,9,100,,46,48,4223,16893,3/1/2019,,,,,,,,
4188857,3/4/2019,3/31/2019,657,Inke,Democratic Republic of the Congo,Post-emergency,1790,,6,,,31,44,4474,17898,3/1/2019,,,,,,,,
1261614,3/4/2019,3/31/2019,538,Adi Harush,Ethiopia,Post-emergency,,81,18,100,98,11,53,757,15147,3/1/2019,,,,,,,,
2536339,3/4/2019,3/31/2019,531,Awbarre,Ethiopia,Post-emergency,,85,22,,50,22,,2372,11864,3/1/2019,,,,,,,,
2536332,3/4/2019,3/31/2019,531,Awbarre,Ethiopia,Post-emergency,,53,35,,17,21,,2230,11151,3/1/2019,,,,,,,,
1154110,3/4/2019,3/31/2019,539,Aysaita,Ethiopia,Post-emergency,,136,16,100,98,25,64,3673,18369,3/1/2019,,,,,,,,
1425568,3/4/2019,3/31/2019,543,Bambasi,Ethiopia,Post-emergency,,65,14,100,100,6,6,1167,17516,3/1/2019,,,,,,,,
4273085,3/4/2019,3/31/2019,407,Barahle,Ethiopia,Post-emergency,,100,8,100,98,20,37,1332,17323,3/1/2019,,,,,,,,
1154112,3/4/2019,3/31/2019,3889,Berhale camp (Afar),Ethiopia,Post-emergency,,99,8,100,98,20,37,1332,17323,3/1/2019,,,,,,,,
2559799,3/4/2019,3/31/2019,533,Bokolmanyo,Ethiopia,Post-emergency,,130,15,,100,39,43,716,42981,3/1/2019,,,,,,,,
2558694,3/4/2019,3/31/2019,541,Buramino,Ethiopia,Post-emergency,,116,15,,100,43,73,1625,42271,3/1/2019,,,,,,,,
2559793,3/4/2019,3/31/2019,429,Dollo Ado Transit Centre,Ethiopia,Emergency,,,16,,,30,75,,603,3/1/2019,,,,,,,,
1209750,3/4/2019,3/31/2019,527,Fugnido,Ethiopia,Post-emergency,,65,20,,100,10,35,713,38506,3/1/2019,,,,,,,,
1209749,3/4/2019,3/31/2019,497,Fugnido 2,Ethiopia,Post-emergency,,45,19,,100,9,6,414,8291,3/1/2019,,,,,,,,
1425570,3/4/2019,3/31/2019,3973,Gure-Shembola,Ethiopia,Post-emergency,,102,26,100,100,14,19,837,7533,3/1/2019,,,,,,,,
2558689,3/4/2019,3/31/2019,537,Hilaweyn,Ethiopia,Post-emergency,,148,15,,100,50,24,1671,51807,3/1/2019,,,,,,,,
1261600,3/4/2019,3/31/2019,435,Hitsats,Ethiopia,Post-emergency,,98,11,100,98,12,11,681,13637,3/1/2019,,,,,,,,
1209748,3/4/2019,3/31/2019,494,Jewi,Ethiopia,Post-emergency,,141,15,,100,11,31,1075,64526,3/1/2019,,,,,,,,
2558354,3/4/2019,3/31/2019,536,Kobe,Ethiopia,Post-emergency,,163,19,,100,21,28,804,48275,3/1/2019,,,,,,,,
1209638,3/4/2019,3/31/2019,450,Kule,Ethiopia,Post-emergency,,136,15,,100,12,26,530,41919,3/1/2019,,,,,,,,
1261613,3/4/2019,3/31/2019,534,Mai Aini,Ethiopia,Post-emergency,,88,24,100,98,9,33,756,14367,3/1/2019,,,,,,,,
2557474,3/4/2019,3/31/2019,535,Melkadida,Ethiopia,Post-emergency,,141,21,,100,17,28,579,34784,3/1/2019,,,,,,,,
1209783,3/4/2019,3/31/2019,4015,Ngueyyiel,Ethiopia,Post-emergency,,134,9,,100,13,16,473,80478,3/1/2019,,,,,,,,
1209751,3/4/2019,3/31/2019,544,Okugo,Ethiopia,Post-emergency,,114,19,,100,11,,687,15126,3/1/2019,,,,,,,,
2536363,3/4/2019,3/31/2019,532,Sheder,Ethiopia,Post-emergency,,85,16,,17,15,,2372,11864,3/1/2019,,,,,,,,
1425566,3/4/2019,3/31/2019,525,Sherkole,Ethiopia,Post-emergency,,111,22,100,100,7,5,612,11017,3/1/2019,,,,,,,,
1261599,3/4/2019,3/31/2019,529,Shimelba,Ethiopia,Post-emergency,,88,25,,98,7,33,432,6927,3/1/2019,,,,,,,,
1209752,3/4/2019,3/31/2019,546,Tierkidi,Ethiopia,Post-emergency,,212,15,,100,19,309,1343,73885,3/1/2019,,,,,,,,
1425567,3/4/2019,3/31/2019,540,Tongo,Ethiopia,Post-emergency,,176,18,100,100,9,5,939,12219,3/1/2019,,,,,,,,
1425569,3/4/2019,3/31/2019,496,Tsore Camp (Assosa),Ethiopia,Post-emergency,,13576,20,100,100,7,7,653,13076,3/1/2019,,,,,,,,
1327361,3/4/2019,3/31/2019,445,Arbat,Iraq,Post-emergency,,,90,100,100,4,4,,8925,3/1/2019,,,,,,,,
2825583,3/4/2019,3/31/2019,446,Basirma,Iraq,Post-emergency,,5,81,100,100,5,4,951,2855,3/1/2019,,,,,,,,
2572482,3/4/2019,3/31/2019,442,Kawergosk,Iraq,Post-emergency,,1,75,100,100,4,4,976,7812,3/1/2019,,,,,,,,
2820630,3/4/2019,3/31/2019,444,Qushtapa,Iraq,Post-emergency,,4,74,100,100,4,4,910,8195,3/1/2019,,,,,,,,
4387615,3/4/2019,3/31/2019,517,Kakuma,Kenya,Post-emergency,,105,19,,100,17,,4634,185399,3/1/2019,,,,,,,,
1377799,3/4/2019,3/31/2019,313,Dzaleka,Malawi,Post-emergency,1,1,7,0,,7,12,135,38527,3/1/2019,,,,,,,,
1210081,3/4/2019,3/31/2019,696,Abala,Niger,Post-emergency,,224,13,,,21,64,15072,15072,3/1/2019,,,,,,,,
1210246,3/4/2019,3/31/2019,472,Ayourou,Niger,Post-emergency,,417,20,,,3,,,468,3/1/2019,,,,,,,,
1210247,3/4/2019,3/31/2019,419,Intékan,Niger,Post-emergency,,,18,,,57,71,9029,18058,3/1/2019,,,,,,,,
1210080,3/4/2019,3/31/2019,694,Mangaizé,Niger,Post-emergency,,269,30,,,49,52,6996,6996,3/1/2019,,,,,,,,
1210079,3/4/2019,3/31/2019,697,Tabareybarey,Niger,Post-emergency,,199,15,,,101,391,10583,10583,3/1/2019,,,,,,,,
3095059,3/4/2019,3/31/2019,626,Gihembe,Rwanda,Post-emergency,,58,15,,100,19,113,95,12958,3/1/2019,,,,,,,,
1203403,3/4/2019,3/31/2019,686,Ajoung Thok,South Sudan,Post-emergency,10,1,31,,77,7,,122,38332,3/1/2019,,,,,,,,
1203485,3/4/2019,3/31/2019,3886,Pamir,South Sudan,Post-emergency,12,1,25,,74,11,,67,31312,3/1/2019,,,,,,,,
2541814,3/4/2019,3/31/2019,557,Ikafe,Uganda,Post-emergency,1964,196,16,,100,8,8,961,223939,3/1/2019,,,,,,,,
1118314,3/4/2019,3/31/2019,554,Kyaka II,Uganda,Emergency,1319,1245,8,49,41,9,13,650,88436,3/1/2019,,,,,,,,
1156039,3/4/2019,3/31/2019,558,Nakivale,Uganda,Post-emergency,2973,825,17,,,4,20,336,89207,3/1/2019,,,,,,,,
1156036,3/4/2019,3/31/2019,555,Oruchinga,Uganda,Post-emergency,455,455,22,80,,6,7,106,7272,3/1/2019,,,,,,,,
877923,3/11/2019,3/17/2019,530,Kebribeyah,Ethiopia,Post-emergency,,138,11,,,12,,863,14685,3/1/2019,,,,,,,,
3523314,2/4/2019,3/3/2019,463,Auserd,Algeria,Post-emergency,,61,16,100,100,5,4,642,18638,2/1/2019,,,,,,,,
3523303,2/4/2019,3/3/2019,464,Boujdour,Algeria,Post-emergency,,,18,100,100,5,4,331,9601,2/1/2019,,,,,,,,
3523462,2/4/2019,3/3/2019,465,Dakhla,Algeria,Post-emergency,,49,40,100,80,5,4,374,10870,2/1/2019,,,,,,,,
3523454,2/4/2019,3/3/2019,466,Layounne,Algeria,Post-emergency,,,15,100,100,5,5,1275,25503,2/1/2019,,,,,,,,
3430905,2/4/2019,3/3/2019,467,Smara,Algeria,Post-emergency,,98,8,100,100,5,5,1493,25389,2/1/2019,,,,,,,,
3842395,2/4/2019,3/3/2019,451,Gado,Cameroon,Post-emergency,626,,8,100,88,39,43,476,25277,2/1/2019,,,,,,,,
3270027,2/4/2019,3/3/2019,625,Minawao,Cameroon,Post-emergency,3,1,11,0,44,21,24,692,56774,2/1/2019,,,,,,,,
1119085,2/4/2019,3/3/2019,4284,Beakoro,Chad,Post-emergency,817,,14,,,15,14,,584,2/1/2019,,,,,,,,
1119082,2/4/2019,3/3/2019,4282,Bekan,Chad,Post-emergency,675,,17,,,9,9,,1991,2/1/2019,,,,,,,,
1119077,2/4/2019,3/3/2019,4277,Bekourou,Chad,Post-emergency,481,,24,,,28,27,,1444,2/1/2019,,,,,,,,
1119075,2/4/2019,3/3/2019,4275,Dembo,Chad,Post-emergency,1055,,11,,,317,316,,3167,2/1/2019,,,,,,,,
1119080,2/4/2019,3/3/2019,4280,Diba,Chad,Post-emergency,894,,13,,,46,45,,3578,2/1/2019,,,,,,,,
1119079,2/4/2019,3/3/2019,4279,Dilingala,Chad,Post-emergency,465,,25,,,25,25,,2329,2/1/2019,,,,,,,,
1119078,2/4/2019,3/3/2019,4278,Gon,Chad,Post-emergency,471,,25,,,22,22,,1884,2/1/2019,,,,,,,,
1119076,2/4/2019,3/3/2019,4276,Silambi,Chad,Post-emergency,456,,26,,,61,60,,913,2/1/2019,,,,,,,,
1119081,2/4/2019,3/3/2019,4281,Vom,Chad,Post-emergency,404,,29,,,18,18,,1214,2/1/2019,,,,,,,,
4190663,2/4/2019,3/3/2019,486,Bili,Democratic Republic of the Congo,Post-emergency,4707,1177,7,,,9,16,2353,9414,2/1/2019,,,,,,,,
4188889,2/4/2019,3/3/2019,660,Boyabo,Democratic Republic of the Congo,Post-emergency,1126,,10,100,,37,49,4223,16893,2/1/2019,,,,,,,,
4188855,2/4/2019,3/3/2019,657,Inke,Democratic Republic of the Congo,Post-emergency,1790,,6,,,31,44,4474,17898,2/1/2019,,,,,,,,
946218,2/4/2019,3/3/2019,538,Adi Harush,Ethiopia,Post-emergency,,154,13,100,98,21,100,1432,28651,2/1/2019,,,,,,,,
2536331,2/4/2019,3/3/2019,531,Awbarre,Ethiopia,Post-emergency,,84,20,,60,32,,3496,17484,2/1/2019,,,,,,,,
947904,2/4/2019,3/3/2019,539,Aysaita,Ethiopia,Post-emergency,,136,16,100,98,25,64,3673,18369,2/1/2019,,,,,,,,
1425513,2/4/2019,3/3/2019,543,Bambasi,Ethiopia,Post-emergency,,64,15,100,100,6,407,1167,17516,2/1/2019,,,,,,,,
946788,2/4/2019,3/3/2019,407,Barahle,Ethiopia,Post-emergency,,131,8,100,98,20,37,1332,17323,2/1/2019,,,,,,,,
2556595,2/4/2019,3/3/2019,533,Bokolmanyo,Ethiopia,Post-emergency,,695,16,100,100,39,,716,42981,2/1/2019,,,,,,,,
2558693,2/4/2019,3/3/2019,541,Buramino,Ethiopia,Post-emergency,,116,15,,100,43,73,1625,42271,2/1/2019,,,,,,,,
2559792,2/4/2019,3/3/2019,429,Dollo Ado Transit Centre,Ethiopia,Emergency,,,23,,,21,53,,428,2/1/2019,,,,,,,,
962078,2/4/2019,3/3/2019,527,Fugnido,Ethiopia,Post-emergency,,63,20,,100,10,34,689,37241,2/1/2019,,,,,,,,
962077,2/4/2019,3/3/2019,497,Fugnido 2,Ethiopia,Post-emergency,,43,21,,100,9,5,403,8072,2/1/2019,,,,,,,,
1425512,2/4/2019,3/3/2019,3973,Gure-Shembola,Ethiopia,Post-emergency,,,21,100,100,13,19,837,7533,2/1/2019,,,,,,,,
2558688,2/4/2019,3/3/2019,537,Hilaweyn,Ethiopia,Post-emergency,,148,15,,100,50,24,1671,51807,2/1/2019,,,,,,,,
946372,2/4/2019,3/3/2019,435,Hitsats,Ethiopia,Post-emergency,,160,9,100,98,19,19,1109,22187,2/1/2019,,,,,,,,
957102,2/4/2019,3/3/2019,494,Jewi,Ethiopia,Post-emergency,,140,15,,100,11,31,1067,64053,2/1/2019,,,,,,,,
2558352,2/4/2019,3/3/2019,536,Kobe,Ethiopia,Post-emergency,,144,20,,100,18,25,704,42275,2/1/2019,,,,,,,,
957104,2/4/2019,3/3/2019,450,Kule,Ethiopia,Post-emergency,,136,14,,100,10,26,526,41615,2/1/2019,,,,,,,,
946219,2/4/2019,3/3/2019,534,Mai Aini,Ethiopia,Post-emergency,,,12,100,100,13,49,1110,21095,2/1/2019,,,,,,,,
2557473,2/4/2019,3/3/2019,535,Melkadida,Ethiopia,Post-emergency,,141,20,,100,17,28,579,34784,2/1/2019,,,,,,,,
962080,2/4/2019,3/3/2019,4015,Ngueyyiel,Ethiopia,Post-emergency,,133,8,,100,13,16,472,80372,2/1/2019,,,,,,,,
962081,2/4/2019,3/3/2019,544,Okugo,Ethiopia,Post-emergency,,113,13,,100,11,,678,14925,2/1/2019,,,,,,,,
2536359,2/4/2019,3/3/2019,532,Sheder,Ethiopia,Post-emergency,,90,15,,17,13,,2089,10449,2/1/2019,,,,,,,,
887719,2/4/2019,3/3/2019,532,Sheder,Ethiopia,Post-emergency,,127,19,,33,6,,614,10449,2/1/2019,,,,,,,,
1424881,2/4/2019,3/3/2019,525,Sherkole,Ethiopia,Post-emergency,,111,21,100,100,7,5,612,11017,2/1/2019,,,,,,,,
946374,2/4/2019,3/3/2019,529,Shimelba,Ethiopia,Post-emergency,,94,23,100,98,7,35,458,7337,2/1/2019,,,,,,,,
962079,2/4/2019,3/3/2019,546,Tierkidi,Ethiopia,Post-emergency,,212,5,,100,19,310,1343,73885,2/1/2019,,,,,,,,
1424280,2/4/2019,3/3/2019,540,Tongo,Ethiopia,Post-emergency,,180,13,100,100,9,5,872,12219,2/1/2019,,,,,,,,
1424930,2/4/2019,3/3/2019,496,Tsore Camp (Assosa),Ethiopia,Post-emergency,,105,23,100,100,7,11,688,13076,2/1/2019,,,,,,,,
1402108,2/4/2019,3/3/2019,445,Arbat,Iraq,Post-emergency,,,86,100,100,4,4,,8985,2/1/2019,,,,,,,,
2825582,2/4/2019,3/3/2019,446,Basirma,Iraq,Post-emergency,,5,81,100,100,5,4,955,2866,2/1/2019,,,,,,,,
2572484,2/4/2019,3/3/2019,442,Kawergosk,Iraq,Post-emergency,,1,78,100,100,4,4,976,7812,2/1/2019,,,,,,,,
2820604,2/4/2019,3/3/2019,444,Qushtapa,Iraq,Post-emergency,,4,91,100,100,4,4,908,8175,2/1/2019,,,,,,,,
4387614,2/4/2019,3/3/2019,517,Kakuma,Kenya,Post-emergency,,105,19,,100,17,,4634,185399,2/1/2019,,,,,,,,
908340,2/4/2019,3/3/2019,313,Dzaleka,Malawi,Post-emergency,1126,638,6,,,7,12,134,38297,2/1/2019,,,,,,,,
969289,2/4/2019,3/3/2019,696,Abala,Niger,Post-emergency,,234,20,,,22,70,15684,15684,2/1/2019,,,,,,,,
952712,2/4/2019,3/3/2019,472,Ayourou,Niger,Post-emergency,,437,23,,,,,,473,2/1/2019,,,,,,,,
974758,2/4/2019,3/3/2019,419,Intékan,Niger,Post-emergency,,128,14,,,32,,9039,18078,2/1/2019,,,,,,,,
969276,2/4/2019,3/3/2019,694,Mangaizé,Niger,Post-emergency,,247,11,,,48,51,,6926,2/1/2019,,,,,,,,
923994,2/4/2019,3/3/2019,3926,Sayam Forage Camp,Niger,Post-emergency,,193,14,100,67,31,95,2313,13880,2/1/2019,,,,,,,,
968725,2/4/2019,3/3/2019,697,Tabareybarey,Niger,Post-emergency,,199,15,,,29,53,,10551,2/1/2019,,,,,,,,
948250,2/4/2019,3/3/2019,697,Tabareybarey,Niger,Post-emergency,,199,15,,,29,53,10551,10551,2/1/2019,,,,,,,,
1252383,2/4/2019,3/3/2019,4251,Adagom,Nigeria,Emergency,,,14,,,46,40,,7882,2/1/2019,,,,,,,,
1252412,2/4/2019,3/3/2019,4252,Anyake,Nigeria,Emergency,,,25,,,13,15,,1763,2/1/2019,,,,,,,,
917448,2/4/2019,3/3/2019,686,Ajoung Thok,South Sudan,Post-emergency,5339,72,32,,89,7,,308,37373,2/1/2019,,,,,,,,
956824,2/4/2019,3/3/2019,680,Doro,South Sudan,Post-emergency,3519,101,22,,100,16,,273,59828,2/1/2019,,,,,,,,
956826,2/4/2019,3/3/2019,681,Gendrassa,South Sudan,Post-emergency,1096,133,22,,100,8,,274,17545,2/1/2019,,,,,,,,
956828,2/4/2019,3/3/2019,682,Kaya,South Sudan,Post-emergency,,,19,,,12,,181,23190,2/1/2019,,,,,,,,
917419,2/4/2019,3/3/2019,3886,Pamir,South Sudan,Post-emergency,5721,74,24,,84,10,,420,28609,2/1/2019,,,,,,,,
955507,2/4/2019,3/3/2019,678,Yusuf Batil,South Sudan,Post-emergency,6473,91,21,,100,13,,384,45313,2/1/2019,,,,,,,,
2542246,2/4/2019,3/3/2019,557,Ikafe,Uganda,Post-emergency,1964,273,16,,,7,7,1272,223939,2/1/2019,,,,,,,,
740837,2/4/2019,3/3/2019,549,Imvepi,Uganda,Post-emergency,,,0,,,1,1,97,2332,2/1/2019,,,,,,,,
1118459,2/4/2019,3/3/2019,554,Kyaka II,Uganda,Emergency,,,8,,,9,13,,88436,2/1/2019,,,,,,,,
903022,2/4/2019,3/3/2019,558,Nakivale,Uganda,Post-emergency,3310,919,17,93,100,4,21,336,89207,2/1/2019,,,,,,,,
905434,2/4/2019,3/3/2019,555,Oruchinga,Uganda,Post-emergency,455,455,22,89,100,5,6,,7272,2/1/2019,,,,,,,,
909895,2/4/2019,3/3/2019,559,Rwamwanja,Uganda,Post-emergency,847,1162,17,,100,6,10,373,65071,2/1/2019,,,,,,,,
882949,2/18/2019,2/24/2019,531,Awbarre,Ethiopia,Post-emergency,,,19,,35,6,11,693,11782,2/1/2019,,,,,,,,
878178,2/18/2019,2/24/2019,530,Kebribeyah,Ethiopia,Post-emergency,,97,9,,,12,77,863,14685,2/1/2019,,,,,,,,
